Image Name,Score
Aphid_10_frame_1.jpg,7.0792
Aphid_10_frame_10.jpg,5.1780
Aphid_10_frame_11.jpg,5.5924
Aphid_10_frame_12.jpg,5.2463
Aphid_10_frame_13.jpg,5.6380
Aphid_10_frame_14.jpg,5.6904
Aphid_10_frame_15.jpg,5.6194
Aphid_10_frame_16.jpg,5.7862
Aphid_10_frame_17.jpg,5.3904
Aphid_10_frame_18.jpg,5.3731
Aphid_10_frame_19.jpg,5.3171
Aphid_10_frame_2.jpg,5.7535
Aphid_10_frame_20.jpg,5.5672
Aphid_10_frame_21.jpg,5.4212
Aphid_10_frame_22.jpg,5.1904
Aphid_10_frame_23.jpg,5.2116
Aphid_10_frame_24.jpg,5.6827
Aphid_10_frame_25.jpg,5.4074
Aphid_10_frame_26.jpg,5.5306
Aphid_10_frame_3.jpg,5.7810
Aphid_10_frame_4.jpg,5.5322
Aphid_10_frame_5.jpg,6.0416
Aphid_10_frame_6.jpg,5.5419
Aphid_10_frame_7.jpg,5.3570
Aphid_10_frame_8.jpg,5.3124
Aphid_10_frame_9.jpg,6.0851
Aphid_20_frame_1.jpg,6.5620
Aphid_20_frame_10.jpg,5.4840
Aphid_20_frame_11.jpg,6.0715
Aphid_20_frame_12.jpg,5.5713
Aphid_20_frame_13.jpg,6.1645
Aphid_20_frame_14.jpg,6.1066
Aphid_20_frame_15.jpg,6.0214
Aphid_20_frame_16.jpg,6.0813
Aphid_20_frame_17.jpg,5.9363
Aphid_20_frame_18.jpg,6.0961
Aphid_20_frame_19.jpg,5.4548
Aphid_20_frame_2.jpg,5.2212
Aphid_20_frame_20.jpg,5.8716
Aphid_20_frame_21.jpg,6.0332
Aphid_20_frame_22.jpg,5.6549
Aphid_20_frame_23.jpg,5.2566
Aphid_20_frame_24.jpg,5.9038
Aphid_20_frame_25.jpg,5.6430
Aphid_20_frame_26.jpg,5.4259
Aphid_20_frame_3.jpg,5.4326
Aphid_20_frame_4.jpg,5.6379
Aphid_20_frame_5.jpg,5.1139
Aphid_20_frame_6.jpg,4.8672
Aphid_20_frame_7.jpg,5.5453
Aphid_20_frame_8.jpg,4.6771
Aphid_20_frame_9.jpg,5.8793
Aphid_30_frame_1.jpg,5.9015
Aphid_30_frame_10.jpg,5.7784
Aphid_30_frame_11.jpg,5.7318
Aphid_30_frame_12.jpg,5.3519
Aphid_30_frame_13.jpg,5.7112
Aphid_30_frame_14.jpg,5.2316
Aphid_30_frame_15.jpg,5.3480
Aphid_30_frame_16.jpg,5.3042
Aphid_30_frame_17.jpg,5.3393
Aphid_30_frame_18.jpg,5.6090
Aphid_30_frame_19.jpg,5.3293
Aphid_30_frame_2.jpg,5.1083
Aphid_30_frame_20.jpg,5.6927
Aphid_30_frame_21.jpg,5.1508
Aphid_30_frame_22.jpg,5.5983
Aphid_30_frame_23.jpg,5.2912
Aphid_30_frame_24.jpg,5.2546
Aphid_30_frame_25.jpg,5.1591
Aphid_30_frame_26.jpg,4.7883
Aphid_30_frame_3.jpg,4.7898
Aphid_30_frame_4.jpg,4.9545
Aphid_30_frame_5.jpg,5.4539
Aphid_30_frame_6.jpg,5.0629
Aphid_30_frame_7.jpg,5.3979
Aphid_30_frame_8.jpg,5.4437
Aphid_30_frame_9.jpg,5.5824
Aphid_40_00_highspeed_frame_1.jpg,5.2729
Aphid_40_00_highspeed_frame_10.jpg,5.0962
Aphid_40_00_highspeed_frame_11.jpg,4.8970
Aphid_40_00_highspeed_frame_12.jpg,4.8535
Aphid_40_00_highspeed_frame_13.jpg,4.8868
Aphid_40_00_highspeed_frame_14.jpg,5.0007
Aphid_40_00_highspeed_frame_15.jpg,4.8432
Aphid_40_00_highspeed_frame_16.jpg,4.7589
Aphid_40_00_highspeed_frame_17.jpg,4.4861
Aphid_40_00_highspeed_frame_18.jpg,4.3680
Aphid_40_00_highspeed_frame_19.jpg,4.4197
Aphid_40_00_highspeed_frame_2.jpg,4.9463
Aphid_40_00_highspeed_frame_20.jpg,4.5435
Aphid_40_00_highspeed_frame_21.jpg,4.5309
Aphid_40_00_highspeed_frame_22.jpg,4.5383
Aphid_40_00_highspeed_frame_23.jpg,4.6228
Aphid_40_00_highspeed_frame_24.jpg,4.5027
Aphid_40_00_highspeed_frame_25.jpg,4.5012
Aphid_40_00_highspeed_frame_26.jpg,4.4908
Aphid_40_00_highspeed_frame_3.jpg,4.9175
Aphid_40_00_highspeed_frame_4.jpg,5.0676
Aphid_40_00_highspeed_frame_5.jpg,4.9948
Aphid_40_00_highspeed_frame_6.jpg,5.0116
Aphid_40_00_highspeed_frame_7.jpg,4.9656
Aphid_40_00_highspeed_frame_8.jpg,5.0916
Aphid_40_00_highspeed_frame_9.jpg,5.3154
Aphid_40_00_highspeed_halfsubmerged_frame_1.jpg,5.6201
Aphid_40_00_highspeed_halfsubmerged_frame_10.jpg,5.4357
Aphid_40_00_highspeed_halfsubmerged_frame_11.jpg,5.4188
Aphid_40_00_highspeed_halfsubmerged_frame_12.jpg,5.1982
Aphid_40_00_highspeed_halfsubmerged_frame_13.jpg,5.2509
Aphid_40_00_highspeed_halfsubmerged_frame_14.jpg,4.9497
Aphid_40_00_highspeed_halfsubmerged_frame_15.jpg,5.0694
Aphid_40_00_highspeed_halfsubmerged_frame_16.jpg,4.9558
Aphid_40_00_highspeed_halfsubmerged_frame_17.jpg,4.5878
Aphid_40_00_highspeed_halfsubmerged_frame_18.jpg,4.6787
Aphid_40_00_highspeed_halfsubmerged_frame_19.jpg,4.6709
Aphid_40_00_highspeed_halfsubmerged_frame_2.jpg,4.6677
Aphid_40_00_highspeed_halfsubmerged_frame_20.jpg,4.6480
Aphid_40_00_highspeed_halfsubmerged_frame_21.jpg,4.4295
Aphid_40_00_highspeed_halfsubmerged_frame_22.jpg,4.4861
Aphid_40_00_highspeed_halfsubmerged_frame_23.jpg,4.4235
Aphid_40_00_highspeed_halfsubmerged_frame_24.jpg,4.6864
Aphid_40_00_highspeed_halfsubmerged_frame_25.jpg,4.6131
Aphid_40_00_highspeed_halfsubmerged_frame_26.jpg,4.6757
Aphid_40_00_highspeed_halfsubmerged_frame_3.jpg,5.0527
Aphid_40_00_highspeed_halfsubmerged_frame_4.jpg,5.0827
Aphid_40_00_highspeed_halfsubmerged_frame_5.jpg,5.2392
Aphid_40_00_highspeed_halfsubmerged_frame_6.jpg,5.1713
Aphid_40_00_highspeed_halfsubmerged_frame_7.jpg,5.4152
Aphid_40_00_highspeed_halfsubmerged_frame_8.jpg,5.4253
Aphid_40_00_highspeed_halfsubmerged_frame_9.jpg,5.3275
Aphid_40_00_lowspeed_frame_1.jpg,5.3614
Aphid_40_00_lowspeed_frame_10.jpg,4.9453
Aphid_40_00_lowspeed_frame_11.jpg,4.9852
Aphid_40_00_lowspeed_frame_12.jpg,4.9223
Aphid_40_00_lowspeed_frame_13.jpg,4.7902
Aphid_40_00_lowspeed_frame_14.jpg,4.9153
Aphid_40_00_lowspeed_frame_15.jpg,4.7788
Aphid_40_00_lowspeed_frame_16.jpg,4.5893
Aphid_40_00_lowspeed_frame_17.jpg,4.8337
Aphid_40_00_lowspeed_frame_18.jpg,4.6000
Aphid_40_00_lowspeed_frame_19.jpg,4.5935
Aphid_40_00_lowspeed_frame_2.jpg,4.5926
Aphid_40_00_lowspeed_frame_20.jpg,4.6288
Aphid_40_00_lowspeed_frame_21.jpg,4.6176
Aphid_40_00_lowspeed_frame_22.jpg,4.5463
Aphid_40_00_lowspeed_frame_23.jpg,4.4021
Aphid_40_00_lowspeed_frame_24.jpg,4.3778
Aphid_40_00_lowspeed_frame_25.jpg,4.3693
Aphid_40_00_lowspeed_frame_26.jpg,4.4178
Aphid_40_00_lowspeed_frame_3.jpg,4.9334
Aphid_40_00_lowspeed_frame_4.jpg,4.7274
Aphid_40_00_lowspeed_frame_5.jpg,4.8442
Aphid_40_00_lowspeed_frame_6.jpg,4.8974
Aphid_40_00_lowspeed_frame_7.jpg,4.9340
Aphid_40_00_lowspeed_frame_8.jpg,5.0330
Aphid_40_00_lowspeed_frame_9.jpg,4.9562
Aphid_40_00_lowspeed_halfsubmerged_frame_1.jpg,5.4204
Aphid_40_00_lowspeed_halfsubmerged_frame_10.jpg,4.8703
Aphid_40_00_lowspeed_halfsubmerged_frame_11.jpg,4.9575
Aphid_40_00_lowspeed_halfsubmerged_frame_12.jpg,4.7856
Aphid_40_00_lowspeed_halfsubmerged_frame_13.jpg,4.7836
Aphid_40_00_lowspeed_halfsubmerged_frame_14.jpg,4.8994
Aphid_40_00_lowspeed_halfsubmerged_frame_15.jpg,4.5251
Aphid_40_00_lowspeed_halfsubmerged_frame_16.jpg,4.6241
Aphid_40_00_lowspeed_halfsubmerged_frame_17.jpg,4.5928
Aphid_40_00_lowspeed_halfsubmerged_frame_18.jpg,4.5367
Aphid_40_00_lowspeed_halfsubmerged_frame_19.jpg,4.5937
Aphid_40_00_lowspeed_halfsubmerged_frame_2.jpg,4.8243
Aphid_40_00_lowspeed_halfsubmerged_frame_20.jpg,4.9792
Aphid_40_00_lowspeed_halfsubmerged_frame_21.jpg,4.4112
Aphid_40_00_lowspeed_halfsubmerged_frame_22.jpg,4.8536
Aphid_40_00_lowspeed_halfsubmerged_frame_23.jpg,4.3944
Aphid_40_00_lowspeed_halfsubmerged_frame_24.jpg,4.9196
Aphid_40_00_lowspeed_halfsubmerged_frame_25.jpg,4.8922
Aphid_40_00_lowspeed_halfsubmerged_frame_26.jpg,4.8309
Aphid_40_00_lowspeed_halfsubmerged_frame_3.jpg,4.5823
Aphid_40_00_lowspeed_halfsubmerged_frame_4.jpg,4.8082
Aphid_40_00_lowspeed_halfsubmerged_frame_5.jpg,4.8671
Aphid_40_00_lowspeed_halfsubmerged_frame_6.jpg,4.8235
Aphid_40_00_lowspeed_halfsubmerged_frame_7.jpg,4.8427
Aphid_40_00_lowspeed_halfsubmerged_frame_8.jpg,4.9135
Aphid_40_00_lowspeed_halfsubmerged_frame_9.jpg,5.1987
Aphid_40_00_medspeed_frame_1.jpg,5.2819
Aphid_40_00_medspeed_frame_10.jpg,4.7969
Aphid_40_00_medspeed_frame_11.jpg,4.9081
Aphid_40_00_medspeed_frame_12.jpg,4.8716
Aphid_40_00_medspeed_frame_13.jpg,4.9433
Aphid_40_00_medspeed_frame_14.jpg,4.9587
Aphid_40_00_medspeed_frame_15.jpg,4.8279
Aphid_40_00_medspeed_frame_16.jpg,4.9622
Aphid_40_00_medspeed_frame_17.jpg,4.6332
Aphid_40_00_medspeed_frame_18.jpg,4.6895
Aphid_40_00_medspeed_frame_19.jpg,5.0399
Aphid_40_00_medspeed_frame_2.jpg,4.6806
Aphid_40_00_medspeed_frame_20.jpg,4.6951
Aphid_40_00_medspeed_frame_21.jpg,4.7048
Aphid_40_00_medspeed_frame_22.jpg,4.7251
Aphid_40_00_medspeed_frame_23.jpg,4.7073
Aphid_40_00_medspeed_frame_24.jpg,4.5159
Aphid_40_00_medspeed_frame_25.jpg,4.5059
Aphid_40_00_medspeed_frame_26.jpg,4.4644
Aphid_40_00_medspeed_frame_3.jpg,4.5684
Aphid_40_00_medspeed_frame_4.jpg,4.5221
Aphid_40_00_medspeed_frame_5.jpg,4.7691
Aphid_40_00_medspeed_frame_6.jpg,4.7072
Aphid_40_00_medspeed_frame_7.jpg,4.9255
Aphid_40_00_medspeed_frame_8.jpg,4.3687
Aphid_40_00_medspeed_frame_9.jpg,5.0524
Aphid_40_00_medspeed_halfsubmerged_frame_1.jpg,5.4996
Aphid_40_00_medspeed_halfsubmerged_frame_10.jpg,5.1332
Aphid_40_00_medspeed_halfsubmerged_frame_11.jpg,5.1057
Aphid_40_00_medspeed_halfsubmerged_frame_12.jpg,5.1029
Aphid_40_00_medspeed_halfsubmerged_frame_13.jpg,4.7617
Aphid_40_00_medspeed_halfsubmerged_frame_14.jpg,4.8751
Aphid_40_00_medspeed_halfsubmerged_frame_15.jpg,4.7188
Aphid_40_00_medspeed_halfsubmerged_frame_16.jpg,4.6977
Aphid_40_00_medspeed_halfsubmerged_frame_17.jpg,4.7695
Aphid_40_00_medspeed_halfsubmerged_frame_18.jpg,4.7322
Aphid_40_00_medspeed_halfsubmerged_frame_19.jpg,4.6619
Aphid_40_00_medspeed_halfsubmerged_frame_2.jpg,4.7608
Aphid_40_00_medspeed_halfsubmerged_frame_20.jpg,4.7141
Aphid_40_00_medspeed_halfsubmerged_frame_21.jpg,4.8124
Aphid_40_00_medspeed_halfsubmerged_frame_22.jpg,4.5766
Aphid_40_00_medspeed_halfsubmerged_frame_23.jpg,4.7140
Aphid_40_00_medspeed_halfsubmerged_frame_24.jpg,4.7620
Aphid_40_00_medspeed_halfsubmerged_frame_25.jpg,4.7038
Aphid_40_00_medspeed_halfsubmerged_frame_26.jpg,4.6294
Aphid_40_00_medspeed_halfsubmerged_frame_3.jpg,4.9995
Aphid_40_00_medspeed_halfsubmerged_frame_4.jpg,4.9840
Aphid_40_00_medspeed_halfsubmerged_frame_5.jpg,4.5111
Aphid_40_00_medspeed_halfsubmerged_frame_6.jpg,4.7807
Aphid_40_00_medspeed_halfsubmerged_frame_7.jpg,4.9254
Aphid_40_00_medspeed_halfsubmerged_frame_8.jpg,4.7632
Aphid_40_00_medspeed_halfsubmerged_frame_9.jpg,4.9740
Aphid_40_01_lowspeed_frame_1.jpg,5.0441
Aphid_40_01_lowspeed_frame_10.jpg,4.5770
Aphid_40_01_lowspeed_frame_11.jpg,4.5958
Aphid_40_01_lowspeed_frame_12.jpg,4.3158
Aphid_40_01_lowspeed_frame_13.jpg,4.2915
Aphid_40_01_lowspeed_frame_14.jpg,4.3243
Aphid_40_01_lowspeed_frame_15.jpg,4.2855
Aphid_40_01_lowspeed_frame_16.jpg,4.3884
Aphid_40_01_lowspeed_frame_17.jpg,4.3047
Aphid_40_01_lowspeed_frame_18.jpg,4.4848
Aphid_40_01_lowspeed_frame_19.jpg,4.3875
Aphid_40_01_lowspeed_frame_2.jpg,4.4046
Aphid_40_01_lowspeed_frame_20.jpg,4.4248
Aphid_40_01_lowspeed_frame_21.jpg,4.4248
Aphid_40_01_lowspeed_frame_22.jpg,4.3657
Aphid_40_01_lowspeed_frame_23.jpg,4.3576
Aphid_40_01_lowspeed_frame_24.jpg,4.4001
Aphid_40_01_lowspeed_frame_25.jpg,4.3712
Aphid_40_01_lowspeed_frame_26.jpg,4.3299
Aphid_40_01_lowspeed_frame_3.jpg,4.4958
Aphid_40_01_lowspeed_frame_4.jpg,4.5687
Aphid_40_01_lowspeed_frame_5.jpg,4.3823
Aphid_40_01_lowspeed_frame_6.jpg,4.4256
Aphid_40_01_lowspeed_frame_7.jpg,4.6027
Aphid_40_01_lowspeed_frame_8.jpg,4.3757
Aphid_40_01_lowspeed_frame_9.jpg,4.7212
Aphid_40_01_lowspeed_halfsubmerged_frame_1.jpg,5.4895
Aphid_40_01_lowspeed_halfsubmerged_frame_10.jpg,4.8834
Aphid_40_01_lowspeed_halfsubmerged_frame_11.jpg,4.8543
Aphid_40_01_lowspeed_halfsubmerged_frame_12.jpg,4.6664
Aphid_40_01_lowspeed_halfsubmerged_frame_13.jpg,4.7109
Aphid_40_01_lowspeed_halfsubmerged_frame_14.jpg,4.5495
Aphid_40_01_lowspeed_halfsubmerged_frame_15.jpg,4.5193
Aphid_40_01_lowspeed_halfsubmerged_frame_16.jpg,4.5207
Aphid_40_01_lowspeed_halfsubmerged_frame_17.jpg,4.4041
Aphid_40_01_lowspeed_halfsubmerged_frame_18.jpg,4.4404
Aphid_40_01_lowspeed_halfsubmerged_frame_19.jpg,4.4021
Aphid_40_01_lowspeed_halfsubmerged_frame_2.jpg,5.1290
Aphid_40_01_lowspeed_halfsubmerged_frame_20.jpg,4.4257
Aphid_40_01_lowspeed_halfsubmerged_frame_21.jpg,4.4918
Aphid_40_01_lowspeed_halfsubmerged_frame_22.jpg,4.3523
Aphid_40_01_lowspeed_halfsubmerged_frame_23.jpg,4.3464
Aphid_40_01_lowspeed_halfsubmerged_frame_24.jpg,4.2755
Aphid_40_01_lowspeed_halfsubmerged_frame_25.jpg,4.3722
Aphid_40_01_lowspeed_halfsubmerged_frame_26.jpg,4.3506
Aphid_40_01_lowspeed_halfsubmerged_frame_3.jpg,4.7765
Aphid_40_01_lowspeed_halfsubmerged_frame_4.jpg,4.7653
Aphid_40_01_lowspeed_halfsubmerged_frame_5.jpg,4.9662
Aphid_40_01_lowspeed_halfsubmerged_frame_6.jpg,5.0112
Aphid_40_01_lowspeed_halfsubmerged_frame_7.jpg,4.5784
Aphid_40_01_lowspeed_halfsubmerged_frame_8.jpg,4.8350
Aphid_40_01_lowspeed_halfsubmerged_frame_9.jpg,5.0772
Aphid_40_dd_lowspeed_frame_1.jpg,5.7677
Aphid_40_dd_lowspeed_frame_10.jpg,5.4100
Aphid_40_dd_lowspeed_frame_11.jpg,4.9912
Aphid_40_dd_lowspeed_frame_12.jpg,4.7796
Aphid_40_dd_lowspeed_frame_13.jpg,4.7675
Aphid_40_dd_lowspeed_frame_14.jpg,4.7195
Aphid_40_dd_lowspeed_frame_15.jpg,4.7564
Aphid_40_dd_lowspeed_frame_16.jpg,4.7587
Aphid_40_dd_lowspeed_frame_2.jpg,5.3544
Aphid_40_dd_lowspeed_frame_3.jpg,5.3121
Aphid_40_dd_lowspeed_frame_4.jpg,4.7208
Aphid_40_dd_lowspeed_frame_5.jpg,4.9479
Aphid_40_dd_lowspeed_frame_6.jpg,5.3491
Aphid_40_dd_lowspeed_frame_7.jpg,5.1395
Aphid_40_dd_lowspeed_frame_8.jpg,5.3758
Aphid_40_dd_lowspeed_frame_9.jpg,5.4817
Aphid_40_dd_lowspeed_halfsubmerged_frame_1.jpg,5.3588
Aphid_40_dd_lowspeed_halfsubmerged_frame_10.jpg,5.0034
Aphid_40_dd_lowspeed_halfsubmerged_frame_11.jpg,4.7981
Aphid_40_dd_lowspeed_halfsubmerged_frame_12.jpg,4.7822
Aphid_40_dd_lowspeed_halfsubmerged_frame_13.jpg,4.6538
Aphid_40_dd_lowspeed_halfsubmerged_frame_14.jpg,4.6632
Aphid_40_dd_lowspeed_halfsubmerged_frame_15.jpg,4.6379
Aphid_40_dd_lowspeed_halfsubmerged_frame_16.jpg,4.5699
Aphid_40_dd_lowspeed_halfsubmerged_frame_2.jpg,4.9389
Aphid_40_dd_lowspeed_halfsubmerged_frame_3.jpg,4.5483
